"nfid","countrycode"
81021832,PT
80201864,PT
80134440,PT
80180600,PT
80988832,PT
80199680,PT
80998904,PT
80235856,PT
81030064,PT
81030008,PT
80216096,PT
81042800,PT
81002952,PT
80191072,PT
80221208,PT
80205592,PT
80211632,PT
80238208,PT
80991808,PT
81018376,PT
80230504,PT
80229856,PT
80166320,PT
81015152,PT
81002688,PT
81004280,PT
80200024,PT
81025400,PT
80189520,PT
80190088,PT
81001408,PT
80195200,PT
80191040,PT
80993104,PT
81016408,PT
81003744,PT
80999064,PT
80221784,PT
81040952,PT
80241000,PT
81041000,PT
80995992,PT
81010208,PT
80189832,PT
80207048,PT
80187032,PT
80216128,PT
80240712,PT
80191240,PT
80240816,PT
81025944,PT
81040960,PT
80209040,PT
81018632,PT
80166464,PT
81008536,PT
80200592,PT
80207120,PT
81007176,PT
80172144,PT
80179784,PT
80238568,PT
80109552,PT
80196792,PT
81023024,PT
80107992,PT
80210736,PT
80211992,PT
80217472,PT
80988064,PT
81023008,PT
80194560,PT
80185376,PT
80244704,PT
81006264,PT
81029608,PT
81026248,PT
80198992,PT
81017088,PT
80198624,PT
80992784,PT
81021296,PT
80197528,PT
80245040,PT
80218200,PT
80210992,PT
81000512,PT
81038976,PT
80217768,PT
81023712,PT
81026984,PT
80233928,PT
80239632,PT
80145144,PT
80991880,PT
81031184,PT
80122208,PT
81026704,PT
80241984,PT
81041416,PT
81045888,PT
80202136,PT
81050120,PT
81048912,PT
80241000,PT
81029384,PT
81074664,PT
80241856,PT
81015072,PT
80988832,PT
80992672,PT
81033520,PT
81034776,PT
81053208,PT
80236136,PT
80191608,PT
81042328,PT
80109296,PT
81010776,PT
81055392,PT
81045720,PT
81059448,PT
80167648,PT
80987464,PT
81059944,PT
81091016,PT
81074144,PT
81026096,PT
80988864,PT
81031176,PT
80236392,PT
80221744,PT
80216912,PT
80991160,PT
80202808,PT
80992232,PT
81062672,PT
81018184,PT
81073384,PT
80993872,PT
81023632,PT
81066240,PT
81049264,PT
80198136,PT
80244640,PT
80216544,PT
81039408,PT
81016248,PT
81073592,PT
81085360,PT
81121912,PT
81121904,PT
81025976,PT
80998296,PT
81092488,PT
81130376,PT
80999008,PT
81099976,PT
81093160,PT
81093200,PT
81093184,PT
81081456,PT
81024040,PT
80173488,PT
80994016,PT
81155880,PT
81113248,PT
81047680,PT
81074368,PT
81078328,PT
81106520,PT
81144912,PT
81149200,PT
81145632,PT
80196384,PT
80209656,PT
81054832,PT
81091384,PT
80226088,PT
81143072,PT
81144912,PT
81092272,PT
80991032,PT
81174992,PT
81172720,PT
81083544,PT
81085160,PT
81085120,PT
81172568,PT
81105408,PT
81110384,PT
81110392,PT
80240536,PT
80999016,PT
81206008,PT
81213152,PT
81213152,PT
81221648,PT
81232384,PT
81232392,PT
81172728,PT
81037600,PT
81094072,PT
81224808,PT
81224864,PT
81196536,PT
81035728,PT
81200688,PT
81054824,PT
81196280,PT
81225112,PT
81225072,PT
81225128,PT
81206000,PT
81172752,PT
81023624,PT
81221656,PT
81043816,PT
81234400,PT
81232416,PT
81229200,PT
81164112,PT
81164080,PT
81232424,PT
81232424,PT
81002216,PT
81168904,PT
81168896,PT
81232424,PT
81232424,PT
81244448,PT
81149224,PT
81259568,PT
81168904,PT
81251952,PT
81245832,PT
81189088,PT
81252512,PT
81252512,PT
81252512,PT
81260648,PT
81261720,PT
81260640,PT
80185232,PT
81260632,PT
81121896,PT
81289656,PT
81267688,PT
81279168,PT
80240320,PT
81277536,PT
81287888,PT
81254936,PT
81270840,PT
81281632,PT
81292224,PT
81313944,PT
81014208,PT
81292472,PT
81320072,PT
81314936,PT
81281552,PT
81281472,PT
81281528,PT
81254872,PT
81317312,PT
81312944,PT
81267744,PT
81319136,PT
81314936,PT
81254912,PT
81324408,PT
81344088,PT
81334880,PT
81334872,PT
81334840,PT
81341144,PT
81341144,PT
81254936,PT
81334888,PT
80243920,PT
81267784,PT
81267720,PT
81362640,PT
81368000,PT
81136600,PT
80061136,PT
81149224,PT
80157800,PT
81078368,PT
81411160,PT
81412224,PT
81411192,PT
81411288,PT
81411192,PT
81411152,PT
81411272,PT
81456720,PT
81447496,PT
80154288,PT
81418144,PT
81411168,PT
81437952,PT
81411152,PT
81411168,PT
81428720,PT
81418320,PT
81411144,PT
81418144,PT
81437264,PT
81411144,PT
81457544,PT
81411296,PT
81411208,PT
81411216,PT
81447600,PT
80994896,PT
81482512,PT
81482496,PT
81412192,PT
81446608,PT
81457040,PT
81035888,PT
81409128,PT
81409024,PT
81409080,PT
81409112,PT
81409112,PT
81409128,PT
81409040,PT
81409144,PT
81503912,PT
81409080,PT
81497304,PT
81504288,PT
81504296,PT
81050040,PT
81409040,PT
81409120,PT
81504280,PT
81409008,PT
81111744,PT
81409032,PT
81408960,PT
81409000,PT
81409008,PT
80211232,PT
81019896,PT
80209376,PT
81008240,PT
80175936,PT
81030792,PT
80202272,PT
80191048,PT
80218104,PT
80167824,PT
80207368,PT
81035280,PT
80134720,PT
80144440,PT
80226608,PT
80180168,PT
80223056,PT
81045352,PT
80237904,PT
80199688,PT
81001416,PT
80205592,PT
81035128,PT
80211624,PT
80216776,PT
81002144,PT
80991400,PT
80191048,PT
80231152,PT
80991056,PT
80244856,PT
80204888,PT
81045552,PT
80186864,PT
80188048,PT
80198304,PT
80220544,PT
81075552,PT
81027192,PT
80224064,PT
81026328,PT
80200640,PT
80222768,PT
81040952,PT
80202256,PT
80200048,PT
80200960,PT
80238360,PT
81033728,PT
80204888,PT
81024048,PT
80184672,PT
80995800,PT
80998488,PT
80220656,PT
80214088,PT
80192184,PT
80212480,PT
80124720,PT
80174608,PT
80194960,PT
81041272,PT
81037080,PT
81033104,PT
81002448,PT
81049952,PT
80208296,PT
81076752,PT
80223104,PT
80189632,PT
80169472,PT
80191048,PT
80230264,PT
81002880,PT
80223792,PT
80200568,PT
80189896,PT
80999976,PT
80188576,PT
81033432,PT
80235936,PT
80231376,PT
80174688,PT
81087760,PT
81026008,PT
80049832,PT
80241472,PT
80211704,PT
81034320,PT
81019768,PT
80992136,PT
80227576,PT
81021448,PT
81026008,PT
80198992,PT
81044880,PT
81079048,PT
80211488,PT
80211624,PT
80987456,PT
81041392,PT
81018120,PT
81041272,PT
81019888,PT
80231656,PT
81071296,PT
80999072,PT
81006824,PT
81013624,PT
81026704,PT
80244680,PT
80198952,PT
81010168,PT
80196880,PT
80202920,PT
81033432,PT
81080944,PT
80213712,PT
80986856,PT
81004816,PT
81076248,PT
80191048,PT
80210360,PT
80244992,PT
80227680,PT
81067760,PT
81080640,PT
80207064,PT
80219704,PT
80225312,PT
80994592,PT
80208664,PT
81031936,PT
80999728,PT
81082952,PT
80215136,PT
81082784,PT
81087760,PT
81104336,PT
81104368,PT
81016912,PT
81095104,PT
80216752,PT
80197992,PT
80194952,PT
81012336,PT
80223928,PT
81077064,PT
81036200,PT
80998968,PT
80999456,PT
81092192,PT
80213640,PT
80991872,PT
80216760,PT
80191048,PT
81041272,PT
80236344,PT
81011600,PT
80244680,PT
81075520,PT
81094072,PT
81036192,PT
80197888,PT
80233256,PT
80211640,PT
81002192,PT
80218304,PT
81046256,PT
80994224,PT
81010696,PT
80218448,PT
80200552,PT
80217944,PT
81069464,PT
80202872,PT
80993096,PT
81092912,PT
81028896,PT
80244784,PT
80237424,PT
81030856,PT
80227088,PT
81028320,PT
80211560,PT
80121384,PT
81006336,PT
80173384,PT
80221016,PT
81002928,PT
81147768,PT
81088280,PT
80220816,PT
80222952,PT
80238712,PT
80230560,PT
81034976,PT
80213320,PT
80213112,PT
80242616,PT
80245600,PT
81070960,PT
80190536,PT
80216304,PT
80209016,PT
80220424,PT
81110496,PT
81081048,PT
81010816,PT
80233216,PT
80183048,PT
80245120,PT
80232656,PT
81093120,PT
81072112,PT
80242136,PT
80241592,PT
80211648,PT
80223152,PT
81153752,PT
80234448,PT
81036520,PT
80210248,PT
80215144,PT
80221112,PT
81040704,PT
81044248,PT
81056488,PT
80221680,PT
81003984,PT
81116488,PT
80998968,PT
80997616,PT
80186928,PT
80996336,PT
81144512,PT
80117544,PT
80242064,PT
80236240,PT
81028400,PT
80198512,PT
80210296,PT
80240536,PT
80992224,PT
80198856,PT
80211624,PT
81082128,PT
80245352,PT
81143768,PT
80230296,PT
81079320,PT
80239464,PT
81091976,PT
80217312,PT
80063864,PT
81156592,PT
81094272,PT
80243216,PT
81145136,PT
81146008,PT
81002936,PT
80223112,PT
80195360,PT
81004320,PT
81175360,PT
81091960,PT
81006336,PT
81040408,PT
81026912,PT
80231416,PT
80235576,PT
80205592,PT
80201544,PT
81169160,PT
81090072,PT
80189648,PT
81176192,PT
81045856,PT
80168064,PT
81147912,PT
80203256,PT
81140576,PT
81046800,PT
80997400,PT
80999784,PT
80148536,PT
80204368,PT
81034008,PT
80238016,PT
80991312,PT
81038696,PT
80221552,PT
80178152,PT
80216928,PT
81060176,PT
81091824,PT
80993064,PT
81098584,PT
81002416,PT
81161232,PT
80217672,PT
80153464,PT
80211568,PT
80217776,PT
80244976,PT
81030344,PT
80219120,PT
81144928,PT
81000392,PT
80216176,PT
81020520,PT
81035120,PT
81020512,PT
80243600,PT
80184768,PT
81020520,PT
81095104,PT
80238104,PT
81074112,PT
80244680,PT
80241248,PT
80220712,PT
80218104,PT
80231904,PT
80225888,PT
81171120,PT
81054496,PT
80236272,PT
81002880,PT
80209608,PT
81094800,PT
80217064,PT
80117800,PT
81098496,PT
81021240,PT
80237904,PT
81161488,PT
80215728,PT
81021976,PT
80995736,PT
81054848,PT
80216664,PT
81171872,PT
80224000,PT
81133624,PT
81078816,PT
81038600,PT
81191504,PT
81034016,PT
80990872,PT
81154552,PT
81192592,PT
81190136,PT
81157840,PT
81081656,PT
81053240,PT
80222328,PT
80208912,PT
80178720,PT
80217624,PT
80214704,PT
81086464,PT
81020064,PT
80994008,PT
80990336,PT
80998888,PT
80207496,PT
80206912,PT
81027752,PT
81038024,PT
80186800,PT
81075464,PT
80197464,PT
81034744,PT
81200224,PT
81010784,PT
81062584,PT
80221208,PT
81121024,PT
81061824,PT
81018456,PT
81017312,PT
81078456,PT
80182016,PT
81185504,PT
81197400,PT
81148672,PT
81211712,PT
81142592,PT
80242048,PT
80203920,PT
81205832,PT
81205848,PT
81205808,PT
81205776,PT
80227816,PT
80241384,PT
81075744,PT
80218816,PT
81150304,PT
80245360,PT
80182016,PT
81189912,PT
81035120,PT
81024096,PT
80231472,PT
81050376,PT
81184736,PT
81084224,PT
80201488,PT
81142592,PT
81209200,PT
81165328,PT
81058496,PT
80989920,PT
80057248,PT
81079720,PT
80201544,PT
81200232,PT
81163776,PT
81078464,PT
80242488,PT
80223272,PT
81196440,PT
81162088,PT
81096744,PT
80183184,PT
80244456,PT
80217592,PT
81076112,PT
80238392,PT
81191472,PT
81152640,PT
81105520,PT
81073632,PT
81152640,PT
80244680,PT
81011960,PT
80222160,PT
80221584,PT
80241536,PT
81026192,PT
80244848,PT
81169144,PT
80244704,PT
80245264,PT
80216176,PT
81021808,PT
81208888,PT
81005040,PT
80235520,PT
80175800,PT
81140256,PT
81035120,PT
81002392,PT
81212800,PT
81062296,PT
80156800,PT
81018976,PT
80997968,PT
81033088,PT
81161536,PT
81152640,PT
81213976,PT
80990848,PT
81094392,PT
81082008,PT
80990352,PT
81120984,PT
81193312,PT
81197048,PT
80188824,PT
81184704,PT
81165328,PT
81148808,PT
80221272,PT
81135440,PT
81055408,PT
81188872,PT
80236120,PT
81083592,PT
81029840,PT
81075536,PT
80213584,PT
81019392,PT
80240024,PT
81146368,PT
80987520,PT
80223776,PT
81087496,PT
81004752,PT
81198584,PT
81036544,PT
81210768,PT
81035064,PT
81060232,PT
81001888,PT
81159256,PT
81135440,PT
81110384,PT
81221304,PT
81224928,PT
81070656,PT
81031376,PT
80241408,PT
80244680,PT
80989920,PT
81157168,PT
80189688,PT
80174448,PT
81108480,PT
81221848,PT
80244120,PT
81104632,PT
80244272,PT
81204624,PT
80213024,PT
80225088,PT
81150336,PT
81232384,PT
81010816,PT
81037848,PT
81044816,PT
81043136,PT
81054848,PT
81026600,PT
81219072,PT
80990608,PT
81203248,PT
81211680,PT
81209144,PT
81225008,PT
81225040,PT
81224992,PT
80190520,PT
80997600,PT
81093112,PT
81168280,PT
81218360,PT
81213760,PT
81234384,PT
81221168,PT
81231384,PT
81167568,PT
80241960,PT
81170088,PT
81210760,PT
81223072,PT
81036624,PT
80242912,PT
81237760,PT
81094384,PT
81213904,PT
81248144,PT
81132384,PT
81211680,PT
81244448,PT
81131416,PT
80227120,PT
81167984,PT
81232424,PT
81239776,PT
81247408,PT
81158144,PT
80243704,PT
81128576,PT
81097552,PT
81143240,PT
81251952,PT
81206888,PT
81146336,PT
81176208,PT
80168032,PT
81167616,PT
81260944,PT
81208936,PT
81252168,PT
81245832,PT
81191432,PT
81194640,PT
81248144,PT
80990328,PT
81093424,PT
81270840,PT
80216608,PT
81260656,PT
81260624,PT
81086528,PT
81258624,PT
81232664,PT
81270672,PT
81158160,PT
81271416,PT
81280080,PT
81252512,PT
81260648,PT
81252512,PT
81260640,PT
81220944,PT
81267632,PT
81043104,PT
81252512,PT
81052232,PT
81191056,PT
81270672,PT
81025592,PT
81252528,PT
81252512,PT
81172256,PT
81034768,PT
81270672,PT
81144456,PT
81049896,PT
80244536,PT
81243240,PT
81274608,PT
81279128,PT
81061736,PT
81279144,PT
81279104,PT
81268496,PT
80200576,PT
81278712,PT
81270688,PT
81280792,PT
81161792,PT
81280736,PT
81156752,PT
81270688,PT
81270768,PT
81264656,PT
81231352,PT
81281632,PT
81270840,PT
81214704,PT
81149224,PT
81274960,PT
81281632,PT
81270696,PT
81306408,PT
81306408,PT
80223368,PT
81287888,PT
81265496,PT
81270768,PT
81273168,PT
81270768,PT
81314024,PT
81254856,PT
81307344,PT
81103512,PT
81312872,PT
81312856,PT
81121680,PT
81281496,PT
81281512,PT
81281576,PT
81323032,PT
81254864,PT
81289896,PT
81313136,PT
81312944,PT
81338416,PT
81043648,PT
81035896,PT
81278720,PT
81047832,PT
81196768,PT
81343864,PT
81343880,PT
81343840,PT
81071832,PT
81334880,PT
81343896,PT
81093408,PT
81221832,PT
81009848,PT
81257400,PT
81180200,PT
81334896,PT
81327408,PT
81327400,PT
81341872,PT
81341144,PT
81278720,PT
81278728,PT
81362512,PT
81362584,PT
81334872,PT
81388312,PT
81244680,PT
81254880,PT
81362624,PT
81334896,PT
81341144,PT
81316864,PT
81362648,PT
80241184,PT
81362784,PT
81305432,PT
81232440,PT
81277856,PT
81414064,PT
80241184,PT
81354912,PT
81405384,PT
81318864,PT
81362672,PT
81405584,PT
81411168,PT
81411136,PT
81411152,PT
81411144,PT
81435736,PT
81424368,PT
81035896,PT
81411296,PT
81411264,PT
81411176,PT
81411152,PT
81411160,PT
81412192,PT
80176896,PT
81278728,PT
81191432,PT
81411144,PT
81411184,PT
81270688,PT
81452168,PT
81411296,PT
81441312,PT
81081880,PT
81424376,PT
81418320,PT
81437272,PT
81424408,PT
81411168,PT
81411296,PT
81424368,PT
81254912,PT
81183480,PT
81010968,PT
81482480,PT
81457056,PT
81457240,PT
81457048,PT
81482680,PT
81457048,PT
81113088,PT
81409072,PT
81409104,PT
81409136,PT
81480112,PT
81409048,PT
81408992,PT
81409056,PT
81409152,PT
81409056,PT
81486560,PT
81453808,PT
81408984,PT
81504296,PT
81409040,PT
81516000,PT
81409104,PT
81409032,PT
81418328,PT
81463088,PT
60020812,PT
60002908,PT
948002.0,PT
18957298,PT
80004448,PT
60020948,PT
70155544,PT
269880.0,PT
70264616,PT
60022056,PT
24063312,PT
70153384,PT
60003116,PT
60000428,PT
600346.0,PT
60020916,PT
70033008,PT
60000872,PT
70184128,PT
60021632,PT
70177024,PT
17672318,PT
372203.0,PT
384406.0,PT
217303.0,PT
60010112,PT
1171655.0,PT
269715.0,PT
18164546,PT
391018.0,PT
11819345,PT
70153384,PT
60000724,PT
60029680,PT
217258.0,PT
60000928,PT
60002360,PT
5670418.0,PT
60036360,PT
60021096,PT
60020688,PT
541027.0,PT
60021044,PT
60020896,PT
70211392,PT
80010624,PT
80010632,PT
70041056,PT
80010608,PT
328942.0,PT
60000900,PT
60026120,PT
26004748,PT
80010608,PT
80010616,PT
60004480,PT
80010616,PT
60000576,PT
60020816,PT
70020512,PT
80010616,PT
60021324,PT
660954.0,PT
60036164,PT
1152469.0,PT
70113416,PT
80010632,PT
80012896,PT
21878564,PT
60023112,PT
11819086,PT
70107520,PT
70286808,PT
445386.0,PT
70202896,PT
80010208,PT
21304016,PT
80010200,PT
60021104,PT
60021136,PT
70158328,PT
60020320,PT
60010140,PT
60010264,PT
70158336,PT
18171022,PT
70155616,PT
11819467,PT
70158328,PT
60010396,PT
70297440,PT
70136144,PT
70158328,PT
20258084,PT
60020824,PT
70208520,PT
70017960,PT
60029368,PT
70157456,PT
60004448,PT
60024212,PT
262866.0,PT
60030120,PT
60001824,PT
60011204,PT
70254944,PT
609910.0,PT
404067.0,PT
455956.0,PT
525692.0,PT
60021992,PT
318448.0,PT
1181661.0,PT
80010624,PT
80010632,PT
70177040,PT
962762.0,PT
797261.0,PT
60036752,PT
70012016,PT
510854.0,PT
319867.0,PT
624420.0,PT
1077115.0,PT
60020684,PT
21060556,PT
60001220,PT
60000416,PT
60035872,PT
496543.0,PT
80001304,PT
80074064,PT
60036752,PT
70240536,PT
1152837.0,PT
60003016,PT
60004472,PT
60023640,PT
60032296,PT
28630856,PT
60000880,PT
18769558,PT
764186.0,PT
725024.0,PT
732905.0,PT
80038528,PT
70309056,PT
60023248,PT
60020772,PT
234365.0,PT
60020916,PT
80131624,PT
60025092,PT
80126568,PT
907090.0,PT
70050576,PT
759396.0,PT
80106792,PT
877351.0,PT
793907.0,PT
643557.0,PT
18022076,PT
60025032,PT
60034928,PT
70254976,PT
17237018,PT
557010.0,PT
60020680,PT
60003376,PT
21028726,PT
8179348.0,PT
70213240,PT
699257.0,PT
771476.0,PT
7774426.0,PT
374329.0,PT
60003288,PT
81045464,PT
81043744,PT
81043744,PT
81043664,PT
81043744,PT
81033448,PT
60024788,PT
81033472,PT
81168336,PT
81168336,PT
81168336,PT
81168336,PT
81168328,PT
81168328,PT
81168328,PT
81168328,PT
70101088,PT
81234000,PT
81233992,PT
60027392,PT
60027104,PT
80158672,PT
80092920,PT
70019056,PT
70035032,PT
70019064,PT
60000044,PT
60003408,PT
70035040,PT
70045024,PT
60002080,PT
235527.0,PT
17517356,PT
24012660,PT
60002088,PT
81244368,PT
60003504,PT
81236592,PT
81236592,PT
81236592,PT
81236592,PT
81236592,PT
81236592,PT
81236592,PT
81236592,PT
81236592,PT
70000120,PT
60001800,PT
60001804,PT
70124712,PT
81252544,PT
81252544,PT
81252544,PT
60001800,PT
70000120,PT
81252544,PT
81252544,PT
81252552,PT
81304144,PT
18111112,PT
21027540,PT
81344080,PT
81344072,PT
60000512,PT
81344072,PT
81344064,PT
81344080,PT
81340920,PT
81304136,PT
81304144,PT
81304152,PT
81269624,PT
70007184,PT
81304224,PT
81304216,PT
60021728,PT
81304264,PT
81382080,PT
81387064,PT
81382200,PT
81382136,PT
81382144,PT
81382072,PT
81382168,PT
81382192,PT
70049480,PT
81382104,PT
70101528,PT
81382160,PT
81382080,PT
81382128,PT
81382176,PT
81382200,PT
81382080,PT
81382080,PT
81382072,PT
81382168,PT
70049480,PT
81382128,PT
81382096,PT
81382136,PT
81405848,PT
81045480,PT
70254960,PT
81045472,PT
70254952,PT
70254952,PT
81382064,PT
81382080,PT
81382096,PT
81382064,PT
81382192,PT
81382088,PT
81382096,PT
81382104,PT
81382184,PT
81382192,PT
81382112,PT
81382216,PT
81382064,PT
81382064,PT
81382072,PT
81382064,PT
81382112,PT
81382112,PT
81382104,PT
81382200,PT
81382160,PT
81382184,PT
81382184,PT
81382064,PT
81382144,PT
81382144,PT
81382184,PT
81382088,PT
81382088,PT
81382072,PT
81382120,PT
81382184,PT
81382080,PT
81382168,PT
81382072,PT
81382128,PT
81382120,PT
81382192,PT
81382088,PT
70237088,PT
81382128,PT
81382152,PT
81382088,PT
81382096,PT
81382096,PT
80053696,PT
81382192,PT
70237096,PT
81382112,PT
81382112,PT
81382112,PT
81382112,PT
81382120,PT
81382160,PT
81382144,PT
81382152,PT
81382136,PT
81382104,PT
81382168,PT
81382168,PT
81382176,PT
60011512,PT
81382096,PT
70060512,PT
81382128,PT
81382176,PT
81382208,PT
81382192,PT
81382176,PT
81382144,PT
81382120,PT
81382120,PT
70052264,PT
81382208,PT
81382128,PT
81382200,PT
81382072,PT
81382160,PT
81382096,PT
81382144,PT
81382208,PT
81382128,PT
81382128,PT
81382176,PT
81382088,PT
81382176,PT
81382152,PT
81382152,PT
81382152,PT
81411224,PT
81411192,PT
81411208,PT
81411200,PT
81411232,PT
81411160,PT
81411232,PT
81411200,PT
81411248,PT
81411232,PT
81411248,PT
81411168,PT
81411256,PT
81411192,PT
81411208,PT
81411192,PT
81411184,PT
81411216,PT
81411216,PT
81411176,PT
81411224,PT
81411224,PT
81411200,PT
81411208,PT
81411232,PT
81423640,PT
81382080,PT
81382184,PT
81382176,PT
70101536,PT
81411248,PT
81411256,PT
81411216,PT
81411248,PT
81411200,PT
81411232,PT
81411240,PT
81411280,PT
81411296,PT
81411216,PT
81411248,PT
81411248,PT
81411240,PT
81411208,PT
21477428,PT
81411216,PT
81411288,PT
81411216,PT
70117344,PT
81411256,PT
81411240,PT
81411232,PT
70042728,PT
81411304,PT
391261.0,PT
81411176,PT
81411304,PT
81411264,PT
81411264,PT
81411280,PT
81411224,PT
81411240,PT
81411256,PT
81411184,PT
81411176,PT
81411280,PT
81411280,PT
81411304,PT
81411256,PT
70123592,PT
70035872,PT
81409232,PT
81409744,PT
81409288,PT
81409296,PT
81409200,PT
81409312,PT
81409192,PT
81409192,PT
81409192,PT
81409456,PT
81441760,PT
81409200,PT
81409360,PT
81409344,PT
81441768,PT
81409200,PT
81441776,PT
81409688,PT
81441776,PT
81409208,PT
81409384,PT
81409256,PT
81409456,PT
81441800,PT
81409688,PT
81409280,PT
81441920,PT
81441872,PT
81441888,PT
81441848,PT
81441840,PT
81409352,PT
81409320,PT
81409280,PT
81409344,PT
81409352,PT
81409224,PT
81409272,PT
81409216,PT
81409280,PT
81409288,PT
81441880,PT
81409256,PT
81441792,PT
81441880,PT
81441872,PT
81409200,PT
81441832,PT
81409296,PT
81409240,PT
81409248,PT
322409.0,PT
81409304,PT
81409184,PT
81409184,PT
81409304,PT
81409312,PT
70128384,PT
81409328,PT
81409328,PT
70160296,PT
70091424,PT
81409312,PT
81409312,PT
81409352,PT
81409184,PT
70167088,PT
70167080,PT
70101216,PT
81409312,PT
81409304,PT
81409176,PT
81409320,PT
70141688,PT
81409320,PT
81409360,PT
81409312,PT
81409320,PT
70085248,PT
60010392,PT
493605.0,PT
60003556,PT
60010876,PT
60010768,PT
979801.0,PT
81409296,PT
7774485.0,PT
81409320,PT
739826.0,PT
81409096,PT
81409096,PT
70007016,PT
81409464,PT
81409440,PT
81409336,PT
81409440,PT
81409344,PT
81409464,PT
81409464,PT
81409344,PT
81409488,PT
81409336,PT
81409624,PT
60034264,PT
60010364,PT
81408992,PT
81408992,PT
70153376,PT
60024224,PT
60011008,PT
81409072,PT
81408944,PT
81408952,PT
81409072,PT
70037088,PT
70061920,PT
81409096,PT
81504568,PT
81409088,PT
81409088,PT
81409096,PT
81409088,PT
81409080,PT
70118168,PT
81409632,PT
81409360,PT
81409456,PT
81409656,PT
81409448,PT
81409352,PT
81409368,PT
81409336,PT
81409704,PT
81409664,PT
81409344,PT
81409720,PT
81409360,PT
81409360,PT
81409608,PT
81409344,PT
81409328,PT
81409336,PT
81409648,PT
81409616,PT
81410432,PT
81409448,PT
81409360,PT
81441928,PT
81409504,PT
81409152,PT
81507232,PT
81304528,PT
81499072,PT
81214400,PT
81474560,PT
81152776,PT
81287544,PT
81165776,PT
81165784,PT
81165768,PT
80179072,PT
70076024,PT
81464768,PT
81152776,PT
70267240,PT
60001392,PT
60033312,IT
60031236,IT
70018512,IT
60029168,IT
60032564,IT
60022056,IT
70036200,IT
60031248,IT
70052496,IT
70019504,IT
70142408,IT
70021648,IT
70180048,IT
60027580,IT
70157344,IT
60026156,IT
60023608,IT
60036228,IT
60031268,IT
60034548,IT
70177032,IT
70019504,IT
60035292,IT
70204968,IT
70259784,IT
60031256,IT
60024996,IT
70043944,IT
70043944,IT
70044600,IT
60031216,IT
60004480,IT
70041960,IT
70043312,IT
70023960,IT
70288472,IT
60031292,IT
60022700,IT
70063488,IT
60034560,IT
60034572,IT
60023620,IT
70143440,IT
70053456,IT
60026120,IT
70021648,IT
60034572,IT
70041960,IT
70028904,IT
60024920,IT
70140360,IT
70032592,IT
70025664,IT
70011200,IT
70140424,IT
70143824,IT
60024944,IT
70019008,IT
70044696,IT
60033340,IT
60022976,IT
60027724,IT
70044880,IT
60034568,IT
70136120,IT
60034584,IT
80011536,IT
60026832,IT
60029152,IT
70028904,IT
60036236,IT
80016304,IT
70037504,IT
70045848,IT
70032592,IT
60020808,IT
70035184,IT
80010616,IT
60026124,IT
60033328,IT
70041160,IT
60034544,IT
70011200,IT
70044864,IT
60022960,IT
70021656,IT
70044600,IT
80025496,IT
60022056,IT
70035184,IT
70045864,IT
70039176,IT
70094776,IT
70140448,IT
60025060,IT
70204976,IT
70052696,IT
70003224,IT
70019056,IT
60033296,IT
70204976,IT
70059032,IT
70155576,IT
70021640,IT
70047320,IT
70077720,IT
70052248,IT
60024948,IT
70001992,IT
70043240,IT
70011216,IT
60021788,IT
60036232,IT
60036256,IT
70254944,IT
70254944,IT
80029440,IT
70254968,IT
70254968,IT
80025408,IT
70254968,IT
70020728,IT
80023016,IT
80023016,IT
70017712,IT
70032592,IT
80023016,IT
70039168,IT
70045224,IT
70084328,IT
70240568,IT
60034568,IT
70240552,IT
70054776,IT
80023016,IT
70066352,IT
70039184,IT
70287696,IT
70028888,IT
60022692,IT
80025408,IT
80025416,IT
70045856,IT
70205008,IT
70045080,IT
70205016,IT
60025064,IT
70254976,IT
70254968,IT
70042688,IT
70308848,IT
80047032,IT
70057648,IT
60022644,IT
70240504,IT
70248984,IT
70240544,IT
70002000,IT
70057544,IT
70043376,IT
60036736,IT
80065144,IT
60033288,IT
60025116,IT
80108848,IT
70021656,IT
70098888,IT
80038440,IT
80134600,IT
80138168,IT
70308792,IT
60004476,IT
70095264,IT
60026152,IT
60033228,IT
80182656,IT
70054088,IT
60024976,IT
80221712,IT
80038440,IT
70028896,IT
70245008,IT
70055856,IT
70075776,IT
80221696,IT
70042752,IT
81045480,IT
81045480,IT
81043704,IT
81043736,IT
81100768,IT
81141688,IT
81149216,IT
60036252,IT
81149216,IT
81172264,IT
70059024,IT
70001240,IT
81229392,IT
70142824,IT
70041152,IT
70028880,IT
70037496,IT
81254480,IT
81254496,IT
81254472,IT
81254480,IT
81254472,IT
81254496,IT
81254480,IT
81254496,IT
81254472,IT
70059328,IT
81270680,IT
81313832,IT
70018448,IT
81003920,IT
81252528,IT
70142416,IT
81284344,IT
70128368,IT
81303792,IT
70254960,IT
81349560,IT
81354216,IT
81382168,IT
81382144,IT
70068528,IT
70240512,IT
70240512,IT
70254952,IT
70254960,IT
70254944,IT
70254952,IT
70254952,IT
81382104,IT
81382080,IT
81382136,IT
81382160,IT
81382136,IT
81382200,IT
81382192,IT
81382128,IT
81382144,IT
81444160,IT
81409272,IT
81457056,IT
81446616,IT
81409304,IT
81409312,IT
81409328,IT
81409176,IT
81408952,IT
81409016,IT
81409104,IT
70079160,IT
60026108,IT
70113856,IT
81409232,IT
81409216,IT
70084784,IT
80007760,IT
70258568,IT
70110904,IT
70143840,IT
